speaker_id,username,predicted_id,predicted_username,score,correct,gender,age,dialect,micro_make,micro_type,sampling_rate
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.7040005,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.7329187,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.84570074,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.79074347,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.782989,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.84381974,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.7735673,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.7655157,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
Alblasco1702,Alblasco1702,20080430,Alblasco1702,0.8363675,True,mannelijk,senior,algemeen Nederlands,n/a,headsetmicrofoon,48000
anneke,anneke,20071225,anneke,0.69135684,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.79167265,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.6600722,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.75474817,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.66289866,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7368666,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7499749,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7317879,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7882088,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.8013323,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.6926041,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7579975,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.6483562,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.6975573,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.76209915,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.77792776,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.6450444,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7902051,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.735759,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7495583,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.67845696,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7065027,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7233681,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7513137,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.77716386,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.6995451,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7645223,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.7993854,True,female;,,algemeen Nederlands.,,,
20080120,anonymous,20080120,anonymous,0.7591295,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
anneke,anneke,20071225,anneke,0.744038,True,female;,,algemeen Nederlands.,,,
anneke,anneke,20071225,anneke,0.78545964,True,female;,,algemeen Nederlands.,,,
20080120,anonymous,20080120,anonymous,0.7464305,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,anonymous,0.64552784,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,erikapekop,0.7020266,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,anonymous,0.6916604,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,anonymous,0.76600564,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,anonymous,0.8127904,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,anonymous,0.73773897,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080210,anonymous,20080720,voicedonation,0.3585708,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080301,dano,0.39125943,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080120,anonymous,20080120,anonymous,0.7667481,True,mannelijk,volwassen,algemeen Nederlands,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,anonymous,0.4308561,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,anonymous,0.4019856,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,anonymous,0.44002816,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,anonymous,0.41686654,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,anonymous,0.5366173,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,anonymous,0.34782457,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20120315,vrielance,0.29229683,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20080120,anonymous,0.4328156,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
20080210,anonymous,20111021,bravoman,0.30982217,False,mannelijk,jeugd,Noordoostelijk,n/a,headsetmicrofoon,48000
